,document,clause,severity,a,ch,cr,j,law,ltd,ter,use
660,Moves-app,6.2 The Licensor is not in any way responsible for the use made by the Licensee of the Service.,0,0,0,0,0,0,0,0,0
661,Moves-app,"The Licensee understands that certain risks are inherent in all physical activities, and the Licensee assumes sole responsibility for any change in his or her behavior.",0,0,0,0,0,0,0,0,0
662,Moves-app,It may be necessary to consult a physician before increasing one’s physical activity.,0,0,0,0,0,0,0,0,0
663,Moves-app,"6.3 <ltd3>To the extent not prohibited by law, in no event shall the Licensor be liable for personal injury, or any incidental, special, indirect, consequential or punitive damages whatsoever, including, without limitation:",0,0,0,0,0,0,0,0,0
664,Moves-app,"(a) loss of profit,",0,0,0,0,0,0,0,0,0
665,Moves-app,"(b) loss of business,",0,0,0,0,0,0,0,0,0
666,Moves-app,"(c) business interruption,",0,0,0,0,0,0,0,0,0
667,Moves-app,"(d) loss of business opportunity,",0,0,0,0,0,0,0,0,0
668,Moves-app,(e) loss of data or,0,0,0,0,0,0,0,0,0
669,Moves-app,(f) any other commercial damages or losses,0,0,0,0,0,0,0,0,0
670,Moves-app,"arising out of or related to the Licensee’s use or inability to use the Service, however caused, whether in contract, tort or otherwise and even if the Licensor has been advised of the possibility of such damages.</ltd3>",0,0,0,0,0,0,0,0,0
671,Moves-app,In no event shall the Licensor’s total liability to the Licensee for all damages exceed the amount of fifty euros (€50.00).,2,0,0,0,0,0,1,0,0
672,Moves-app,6.4,0,0,0,0,0,0,0,0,0
673,Moves-app,"6.5 The Licensor is responsible for addressing any claims of the Licensee or any third party relating to the Service or the Licensee’s possession and/or use of the Service, including, but not limited to: (a) product liability claims, (b) any claim that the Service fails to conform to any applicable legal or regulatory requirement and (c) claims arising under consumer protection or similar legislation.",0,0,0,0,0,0,0,0,0
674,Moves-app,7.,0,0,0,0,0,0,0,0,0
675,Moves-app,Conditions precedent,0,0,0,0,0,0,0,0,0
676,Moves-app,7.1 The Licensee represents and warrants that he or she:,0,0,0,0,0,0,0,0,0
677,Moves-app,(a) is legally competent;,0,0,0,0,0,0,0,0,0
678,Moves-app,"(b) if legally incompetent, has obtained a verifiable consent from his or her legal guardian(s), as required under applicable law, to accept the terms and conditions of these Terms of Use;",0,0,0,0,0,0,0,0,0
679,Moves-app,(c) is not located in a country that is subject to a U.S.,0,0,0,0,0,0,0,0,0
680,Moves-app,Government embargo or that has been designated by the U.S.,0,0,0,0,0,0,0,0,0
681,Moves-app,Government as a “terrorist supporting” country; and,0,0,0,0,0,0,0,0,0
682,Moves-app,(d) is not listed on any U.S.,0,0,0,0,0,0,0,0,0
683,Moves-app,Government list of prohibited or restricted parties.,0,0,0,0,0,0,0,0,0
684,Moves-app,8.,0,0,0,0,0,0,0,0,0
685,Moves-app,Termination,0,0,0,0,0,0,0,0,0
686,Moves-app,The Licensee’s rights under the License shall terminate automatically without notice from the Licensor if the Licensee fails to comply with any term or condition of these Terms of Use.,3,0,0,0,0,0,0,1,0
687,Moves-app,8.1 The License is effective until terminated by the Licensee or the Licensor.,0,0,0,0,0,0,0,0,0
688,Moves-app,"8.2 If any license fees have been paid by the Licensee for use of the Service, termination shall take effect 30 days after the notice of termination was sent to the other party in writing.",0,0,0,0,0,0,0,0,0
689,Moves-app,Otherwise the termination shall take effect immediately.,0,0,0,0,0,0,0,0,0
690,Moves-app,"8.3 Upon termination of the License, the Licensee shall cease all use of the Service and destroy all copies, full or partial, of the Service in the Licensee’s possession.",0,0,0,0,0,0,0,0,0
691,Moves-app,"8.4 If any license fees have been paid by the Licensee for use of the Service and the License is terminated by the Licensor, the Licensor shall recompense the Licensee pro rata for his or her loss.",0,0,0,0,0,0,0,0,0
692,Moves-app,9.,0,0,0,0,0,0,0,0,0
693,Moves-app,Other terms,0,0,0,0,0,0,0,0,0
694,Moves-app,9.1 The Licensor may transfer its rights and obligations under these Terms of Use to another person.,0,0,0,0,0,0,0,0,0
695,Moves-app,The Licensee may not transfer his or her rights or obligations under these Terms of Use to another person.,0,0,0,0,0,0,0,0,0
696,Moves-app,9.2 Each of the conditions of these Terms of Use operates separately.,0,0,0,0,0,0,0,0,0
697,Moves-app,"If any court or competent authority decides that any of them are unlawful or unenforceable, the remaining conditions will remain in full force and effect.",0,0,0,0,0,0,0,0,0
698,Moves-app,"The laws of Finland, excluding its conflict of law rules, govern these Terms of Use and the Licensee’s use of the Service. The Licensee’s use of the Service may also be subject to other local, state, national or international laws.",2,0,0,0,0,1,0,0,0
699,Moves-app,"To the extent not prohibited by applicable law, the courts of Finland shall have jurisdiction.",3,0,0,0,1,0,0,0,0
700,Moves-app,9.3,0,0,0,0,0,0,0,0,0
701,Moves-app,10.,0,0,0,0,0,0,0,0,0
702,Moves-app,Variations,0,0,0,0,0,0,0,0,0
703,Moves-app,"The Licensor is entitled to revise these Terms of Use at any time. The Licensor shall notify the Licensee of any revisions with reasonable notice, at the Licensor’s sole discretion, through the Service, by e-email, via an online service or otherwise, or using any combination of the foregoing.",2,0,1,0,0,0,0,0,0
704,Moves-app,10.1,0,0,0,0,0,0,0,0,0
705,Moves-app,"10.2 If the Licensee does not agree to the revised Terms of Use, he or she will not be bound by them if the Licensee ceases all use of the Service and destroys all copies, full or partial, of the Service in the Licensee’s possession.",0,0,0,0,0,0,0,0,0
706,Moves-app,The fourth paragraph of Section 8.4 shall apply to the refund of license fees.,0,0,0,0,0,0,0,0,0
707,Moves-app,11.,0,0,0,0,0,0,0,0,0
708,Moves-app,Developer name and address,0,0,0,0,0,0,0,0,0
709,Moves-app,The Licensor is solely responsible for the Service and its content.,0,0,0,0,0,0,0,0,0
710,Moves-app,"Any questions, complaints or claims with respect to the Service should be directed to:",0,0,0,0,0,0,0,0,0
711,Moves-app,ProtoGeo Oy,0,0,0,0,0,0,0,0,0
712,Moves-app,Attn: Moves,0,0,0,0,0,0,0,0,0
713,Moves-app,1601 Willow Road,0,0,0,0,0,0,0,0,0
714,Moves-app,"Menlo Park, CA 94025",0,0,0,0,0,0,0,0,0
715,Booking,Terms and conditions,0,0,0,0,0,0,0,0,0
716,Booking,"These terms and conditions, as may be amended from time to time, apply to all our services directly or indirectly (through distributors) made available online, through any mobile device, by email or by telephone.",2,0,1,0,0,0,0,0,0
717,Booking,"By accessing, browsing and using our (mobile) website or any of our applications through whatever platform (hereafter collectively referred to as the ""website"") and/or by completing a reservation, you acknowledge and agree to have read, understood and agreed to the terms and conditions set out below (including the privacy statement).",2,0,0,0,0,0,0,0,1
718,Booking,"These pages, the content and infrastructure of these pages, and the online reservation service provided on these pages and through the website are owned, operated and provided by Booking.com B.V.",0,0,0,0,0,0,0,0,0
719,Booking,"and are provided for your personal, non-commercial use only, subject to the terms and conditions set out below.",0,0,0,0,0,0,0,0,0
720,Booking,0.,0,0,0,0,0,0,0,0,0
721,Booking,Definitions,0,0,0,0,0,0,0,0,0
722,Booking,"""Booking.com"", ""us"", ""we"" or ""our"" means Booking.com B.V., a limited liability company incorporated under the laws of the Netherlands, and having its registered address at Herengracht 597, 1017 CE, Amsterdam, the Netherlands.",0,0,0,0,0,0,0,0,0
723,Booking,"""Platform"" means the (mobile) website and app on which the Service is made available owned, controlled, managed, maintained and/or hosted by Booking.com.",0,0,0,0,0,0,0,0,0
724,Booking,"""Service"" means the online reservation service (including the facilitation of payments) of various products and services as from time to time made available by Suppliers on the Platform.",0,0,0,0,0,0,0,0,0
725,Booking,"""Supplier"" means the provider of accommodation (e.g.",0,0,0,0,0,0,0,0,0
726,Booking,"hotel, motel, apartment, bed & breakfast), (theme) parks, attractions, museums, sightseeing tours, cruises, rail and coach tours, transfers, tour operators, insurances, and any other travel or related product or service as from time to time available for reservation on the Platform.",0,0,0,0,0,0,0,0,0
727,Booking,1.,0,0,0,0,0,0,0,0,0
728,Booking,Scope of our Service,0,0,0,0,0,0,0,0,0
729,Booking,"Through the Platform, we (Booking.com B.V.",0,0,0,0,0,0,0,0,0
730,Booking,"and its affiliate (distribution) partners) provide an online platform through which Suppliers can advertise their products and service for reservation, and through which visitors of the Platform can make such reservations (i.e.",0,0,0,0,0,0,0,0,0
731,Booking,the reservation service).,0,0,0,0,0,0,0,0,0
732,Booking,"By making a reservation through Booking.com, you enter into a direct (legally binding) contractual relationship with the Supplier with which you make a reservation or purchase a product or service (as applicable).",0,0,0,0,0,0,0,0,0
733,Booking,"From the point at which you make your reservation, we act solely as an intermediary between you and the Supplier, transmitting the details of your reservation to the relevant Supplier(s) and sending you a confirmation email for and on behalf of the Supplier.",0,0,0,0,0,0,0,0,0
734,Booking,"When rendering our Service, the information that we disclose is based on the information provided to us by Suppliers.",0,0,0,0,0,0,0,0,0
735,Booking,"As such, the Suppliers are given access to an extranet through which they are fully responsible for updating all rates, availability and other information which is displayed on our Platform.",0,0,0,0,0,0,0,0,0
736,Booking,"Although we will use reasonable skill and care in performing our Service, we will not verify if, and cannot guarantee that, all information is accurate, complete or correct, nor can we be held responsible for any errors (including manifest and typographical errors), any interruptions (whether due to any (temporary and/or partial) breakdown, repair, upgrade or maintenance of our Platform or otherwise), inaccurate, misleading or untrue information or non-delivery of information.",0,0,0,0,0,0,0,0,0
737,Booking,"Each Supplier remains responsible at all times for the accuracy, completeness and correctness of the (descriptive) information (including the rates and availability) displayed on our Platform.",0,0,0,0,0,0,0,0,0
738,Booking,"Our Platform does not constitute and should not be regarded as a recommendation or endorsement of the quality, service level, qualification or (star) rating of any Supplier (or its facilities, venue, products or services) made available.",0,0,0,0,0,0,0,0,0
739,Booking,Our Service is made available for personal and non-commercial use only.,0,0,0,0,0,0,0,0,0
740,Booking,"Therefore, you are not allowed to re-sell, deep-link, use, copy, monitor (e.g.",0,0,0,0,0,0,0,0,0
741,Booking,"spider, scrape), display, download or reproduce any content or information, software, reservations, tickets, products or services available on our Platform for any commercial or competitive activity or purpose.",0,0,0,0,0,0,0,0,0
742,Booking,2.,0,0,0,0,0,0,0,0,0
743,Booking,"Prices, crossed-out rates and Best Price Guarantee",0,0,0,0,0,0,0,0,0
744,Booking,The prices on our Platform are highly competitive.,0,0,0,0,0,0,0,0,0
745,Booking,"All room prices are per room for your entire stay and all prices are displayed including VAT/sales tax and all other taxes (subject to change of such taxes), unless stated differently on our Platform or the confirmation email/ticket.",0,0,0,0,0,0,0,0,0
746,Booking,"Ticket prices are per person or group and subject to validity as indicated on the ticket, if applicable.",0,0,0,0,0,0,0,0,0
747,Booking,Applicable fees and taxes (including tourist/city tax) may be charged by the Supplier in the event of a no-show or cancellation fee.,0,0,0,0,0,0,0,0,0
748,Booking,Applicable taxes may be charged by the accommodation in the event of a no-show or cancellation fee.,0,0,0,0,0,0,0,0,0
749,Booking,"Sometimes cheaper rates are available on our Platform for a specific stay, product or service, however, these rates made available by Suppliers may carry special restrictions and conditions, for example non-cancelable and non-refundable.",0,0,0,0,0,0,0,0,0
750,Booking,"Please check the relevant product, service and reservation conditions and details thoroughly for any such conditions prior to making your reservation.",0,0,0,0,0,0,0,0,0
751,Booking,"The crossed-out rate shown for rooms is based on the third highest current price of the Supplier for your product or service with the same booking conditions in a 30-day window around your check-in date (15 days before and 15 days after check-in date; if less than 15 days are between today and the check-in date, we will use the corresponding number of days after the check-in date to result in a 30-day total).",0,0,0,0,0,0,0,0,0
752,Booking,"To ensure we are making a fair comparison, we always use the same reservation conditions (e.g.",0,0,0,0,0,0,0,0,0
753,Booking,"meal plan, cancellation policy and room type).",0,0,0,0,0,0,0,0,0
754,Booking,This means that you get the same room for a lower price compared to other check-in dates at the same time of year.,0,0,0,0,0,0,0,0,0
755,Booking,We want you to pay the lowest price possible for your product and service of choice.,0,0,0,0,0,0,0,0,0
756,Booking,"Should you find your product or service of choice booked through the Platform, with the same reservation conditions, at a lower rate on the Internet after you have made a reservation through us, we will match the difference between our rate and the lower rate under the terms and conditions of the Best Price Guarantee.",0,0,0,0,0,0,0,0,0
757,Booking,The currency converter is for information purposes only and should not be relied upon as accurate and real time; actual rates may vary.,0,0,0,0,0,0,0,0,0
758,Booking,Obvious errors and mistakes (including misprints) are not binding.,0,0,0,0,0,0,0,0,0
759,Booking,All special offers and promotions are marked as such.,0,0,0,0,0,0,0,0,0
760,Booking,3.,0,0,0,0,0,0,0,0,0
761,Booking,Privacy and cookies,0,0,0,0,0,0,0,0,0
762,Booking,Booking.com respects your privacy.,0,0,0,0,0,0,0,0,0
763,Booking,Please have a look at our privacy and cookies policy for further information.,0,0,0,0,0,0,0,0,0
764,Booking,4.,0,0,0,0,0,0,0,0,0
765,Booking,Free of charge,0,0,0,0,0,0,0,0,0
766,Booking,"Our service is free of charge because, unlike many other parties, we will not charge you for our Service or add any additional (reservation) fees to the rate.",0,0,0,0,0,0,0,0,0
767,Booking,Suppliers pay a commission (being a small percentage of the product price (e.g.,0,0,0,0,0,0,0,0,0
768,Booking,room price)) to Booking.com after the end user has consumated the service or product of the Supplier or after the guest has stayed at (and paid) the accommodation.,0,0,0,0,0,0,0,0,0
769,Booking,5.,0,0,0,0,0,0,0,0,0
770,Booking,Credit card or bank transfer,0,0,0,0,0,0,0,0,0
771,Booking,"If applicable and available, certain Suppliers offer the opportunity for reservations to be paid (wholly or partly and as required under the payment policy of the accommodation) to the Supplier during the reservation process by means of secure online payment (all to the extent offered and supported by your bank).",0,0,0,0,0,0,0,0,0
772,Booking,"For certain products and services, Booking.com facilitates (through third party payment processors) the payment of the relevant product or service (i.e.",0,0,0,0,0,0,0,0,0
773,Booking,the payment facilitation service) at the election of the Supplier (Booking.com never acts nor operates as the merchant of record).,0,0,0,0,0,0,0,0,0
774,Booking,Payment is safely processed from your credit/debit card or bank account to the bank account of the Supplier through a third-party payment processor.,0,0,0,0,0,0,0,0,0
775,Booking,"Any payment facilitated to the Supplier in this manner will, in each case, constitute a payment of (part of) the booking price by you of the relevant product or service in the final settlement (bevrijdende betaling) of such (partial) due and payable price and you cannot reclaim such paid monies.",0,0,0,0,0,0,0,0,0
776,Booking,"When a reservation is paid by credit or debit card, it will be processed by eNett International USA, LLC (for credit or debit cards issued in the United States excluding American Express) or eNett International (UK) Limited (trading as “Hotel Booking Services”) (for all other cards and all American Express cards), which act as an independent third party and the merchant of record.",0,0,0,0,0,0,0,0,0
777,Booking,"eNett International USA, LLC (for credit or debit cards issued in the United States excluding American Express) or eNett International (UK) Limited (for all other cards and all American Express cards) is appointed by, and has contractual relationship with, the Supplier to process your reservation payment as the Supplier’s agent.",0,0,0,0,0,0,0,0,0
778,Booking,"eNett International USA, LLC (for credit or debit cards issued in the United States excluding American Express) or eNett International (UK) Limited (for all other cards and all American Express cards) will be identified as the merchant of record.",0,0,0,0,0,0,0,0,0
779,Booking,"Upon receipt of payment by eNett International USA, LLC (for credit or debit cards issued in the United States excluding American Express) or eNett International (UK) Limited (for all other cards and all American Express cards), your obligation to the accommodation provider is extinguished.",0,0,0,0,0,0,0,0,0
780,Booking,"Although eNett International USA, LLC (for credit or debit cards issued in the United States excluding American Express) or eNett International (UK) Limited (for all other cards and all American Express cards) take ultimate responsibility for the credit card or debit card payment, Booking.com will take care of Customer Support in case of questions related to a reservation paid by credit card or debit card.",0,0,0,0,0,0,0,0,0
781,Booking,"If you are paying a reservation by credit card or debit card processed by eNett International (UK) Limited, the transaction shall be governed by the laws of England and Wales, to the extent permitted by applicable laws.",2,0,0,0,0,1,0,0,0
782,Booking,For certain (i.e.,0,0,0,0,0,0,0,0,0
783,Booking,"non-refundable) rates or special offers, please note that Suppliers may require that payment is made upfront by wire transfer (if available) or by credit card or debit card, and therefore your credit card may be pre-authorised or charged (sometimes without any option for refund) upon making the reservation.",0,0,0,0,0,0,0,0,0
784,Booking,Please check the (reservation) details of your product or service of choice thoroughly for any such conditions prior to making your reservation.,0,0,0,0,0,0,0,0,0
785,Booking,"You will not hold Booking.com or EMS liable or responsible for any (authorized, (allegedly) unauthorized or wrong) charge by the Supplier and not (re)claim any amount for any valid or authorized charge by the Supplier (including for pre-paid rates, no-show and chargeable cancellation) of your credit card or debit card.",0,0,0,0,0,0,0,0,0
786,Booking,"In the event of fraud or unauthorised use of your credit card by third parties, most banks and credit card companies bear the risk and cover all the charges resulting from such fraud or misuse, which may sometimes be subject to a deductible (usually set at EUR 50 (or the equivalent in your local currency)).",0,0,0,0,0,0,0,0,0
787,Booking,"In the event that your credit card company or bank charges the deductible from you because of unauthorised transactions resulting from a reservation made on our Platform, we will pay you this deductible, up to an aggregate amount of EUR 50 (or the equivalent in your local currency).",0,0,0,0,0,0,0,0,0
788,Booking,"In order to indemnify you, please make sure that you report this fraud to your credit card provider (in accordance with its reporting rules and procedures) and contact us immediately by email (customer.relations@booking.com).",0,0,0,0,0,0,0,0,0
789,Booking,Please state 'credit card fraud' in the subject line of your email and provide us with evidence of the charged deductible (e.g.,0,0,0,0,0,0,0,0,0
790,Booking,policy of the credit card company).,0,0,0,0,0,0,0,0,0
791,Booking,This indemnification only applies to credit card reservations made using Booking.com's secure server and the unauthorised use of your credit card resulted through our default or negligence and through no fault of your own while using the secure server.,0,0,0,0,0,0,0,0,0
792,Booking,6.,0,0,0,0,0,0,0,0,0
793,Booking,"Pre-payment, cancellation, no-show and fine print",0,0,0,0,0,0,0,0,0
794,Booking,"By making a reservation with a Supplier, you accept and agree to the relevant cancellation and no-show policy of that Supplier, and to any additional (delivery) terms and conditions of the Supplier that may apply to your visit or stay (including the fine print of the Supplier made available on our Platform and the relevant house rules of the Supplier), including for services rendered and/or products offered by the accommodation provider (the delivery terms and conditions of an accommodation provider can be obtained with the relevant accommodation provider).",0,0,0,0,0,0,0,0,0
795,Booking,"The general cancellation and no-show policy of each Supplier is made available on our Platform on the Supplier information pages, during the reservation procedure and in the confirmation email or ticket (if applicable).",0,0,0,0,0,0,0,0,0
796,Booking,Please note that certain rates or special offers are not eligible for cancellation or change.,0,0,0,0,0,0,0,0,0
797,Booking,Applicable city/tourist tax may still be charged by the Supplier in the event of a no-show or charged cancellation.,0,0,0,0,0,0,0,0,0
798,Booking,Please check the (reservation) details of your product or service of choice thoroughly for any such conditions prior to making your reservation.,0,0,0,0,0,0,0,0,0
799,Booking,Please note that a reservation which requires down payment or (wholly or partly) prepayment may be cancelled (without a prior notice of default or warning) insofar the relevant (remaining) amount(s) cannot be collected in full on the relevant payment date in accordance with the relevant payment policy of the Supplier and the reservation.,0,0,0,0,0,0,0,0,0
800,Booking,Cancellation and prepayment policies may vary according to room type.,0,0,0,0,0,0,0,0,0
801,Booking,Please carefully read the fine print (below the room types or at the bottom of each Supplier page on our Platform) and important information in your reservation confirmation for additional policies as may be applied by the Supplier (e.g.,0,0,0,0,0,0,0,0,0
802,Booking,"in respect of age requirement, security deposit, non-cancellation/additional supplements for group bookings, extra beds/no free breakfast, pets/cards accepted).",0,0,0,0,0,0,0,0,0
803,Booking,"Late payment, wrong bank, debit or credit card details, invalid credit/debit cards or insufficient funds are for your own risk and account and you shall not be entitled to any refund of any (non-refundable) prepaid amount unless the Supplier agrees or allows otherwise under its (pre)payment and cancellation policy.",0,0,0,0,0,0,0,0,0
804,Booking,"If you wish to review, adjust or cancel your reservation, please revert to the confirmation email and follow the instructions therein.",0,0,0,0,0,0,0,0,0
805,Booking,"Please note that you may be charged for your cancellation in accordance with the accommodation provider's cancellation, (pre)payment and no-show policy or not be entitled to any repayment of any (pre)paid amount.",0,0,0,0,0,0,0,0,0
806,Booking,"We recommend that you read the cancellation, (pre)payment and no-show policy of the accommodation provider carefully prior to making your reservation and remember to make further payments on time as may be required for the relevant reservation.",0,0,0,0,0,0,0,0,0
807,Booking,"If you have a late or delayed arrival on the check-in date or only arrive the next day, make sure to (timely/promptly) communicate this with the Supplier so they know when to expect you to avoid cancellation of your reservation or room or charge of the no-show fee.",0,0,0,0,0,0,0,0,0
808,Booking,Our customer service department can help you if needed with informing the Supplier.,0,0,0,0,0,0,0,0,0
809,Booking,Booking.com does not accept any liability or responsibility for the consequences of your delayed arrival or any cancellation or charged no-show fee by the Supplier.,0,0,0,0,0,0,0,0,0
810,Booking,7.,0,0,0,0,0,0,0,0,0
811,Booking,(Further) correspondence and communication,0,0,0,0,0,0,0,0,0
812,Booking,"By completing a booking, you agree to receive (i) an email which we may send you shortly prior to your arrival date, giving you information on your destination and providing you with certain information and offers (including third party offers to the extent that you have actively opted in for this information) relevant to your reservation and destination, and (ii) an email which we may send to you promptly after your stay inviting you to complete our guest review form.",0,0,0,0,0,0,0,0,0
813,Booking,Please see our privacy and cookies policy for more information about how we may contact you.,0,0,0,0,0,0,0,0,0
814,Booking,Booking.com disclaims any liability or responsibility for any communication with the Supplier on or through its platform.,2,0,0,0,0,0,1,0,0
815,Booking,"You cannot derive any rights from any request to, or communication with the Supplier or (any form of) acknowledgement of receipt of any communication or request.",0,0,0,0,0,0,0,0,0
816,Booking,"Booking.com cannot guarantee that any request or communication will be (duly and timely) received/read by, complied with, executed or accepted by the Supplier.",0,0,0,0,0,0,0,0,0
817,Booking,We are not responsible or liable for (and have no obligation to verify) any wrong or misspelled email address or inaccurate or wrong (mobile) phone number or credit card number.,2,0,0,0,0,0,1,0,0
818,Booking,"In order to duly complete and secure your reservation, you need to use your correct email address.",0,0,0,0,0,0,0,0,0
819,Booking,"Any claim or complaint against Booking.com or in respect of the Service must be promptly submitted, but in any event within 30 days after the scheduled day of consummation of the product or service (e.g.",0,0,0,0,0,0,0,0,0
820,Booking,check out date).,0,0,0,0,0,0,0,0,0
821,Booking,"Any claim or complaint that is submitted after the 30 days period, may be rejected and the claimant shall forfeit its right to any (damage or cost) compensation.",0,0,0,0,0,0,0,0,0
822,Booking,"Due to the continuous update and adjustments of rates and availability, we strongly suggest to make screenshots when making a reservation to support your position (if needed).",0,0,0,0,0,0,0,0,0
823,Booking,8.,0,0,0,0,0,0,0,0,0
824,Booking,"Ranking, preferred programme, stars and guest reviews",0,0,0,0,0,0,0,0,0
825,Booking,"The default setting of the ranking of Suppliers on our Platform is 'Recommended' (or any similar wording) (the ""Default Ranking"").",0,0,0,0,0,0,0,0,0
826,Booking,For your convenience we also offer other ways to rank Supplier.,0,0,0,0,0,0,0,0,0
827,Booking,"Please note that the Default Ranking is created through a fully automatic ranking system (algorithm) and based on multiple criteria, which include not only the popularity of a Supplier among our visitors, but also customer service history and certain booking-related data (number of bookings, cancellations, conversion rate, etc).",0,0,0,0,0,0,0,0,0
828,Booking,"On-time payment of commission by a Supplier and the commission percentage are also included in the algorithm; however, they are two of the several (but definitely not leading) factors in the Default Ranking.",0,0,0,0,0,0,0,0,0
829,Booking,"In certain cities and regions, Booking.com operates a preferred partnership program, allowing certain Suppliers that meet and maintain the preferred program terms to be listed ahead of the rest of the Suppliers in the default “Recommended” ranking for the relevant city/region.",0,0,0,0,0,0,0,0,0
830,Booking,"The preferred Suppliers are marked with a “thumbs-up” symbol and in return for this high ranking, the preferred Supplier pays a higher commission.",0,0,0,0,0,0,0,0,0
831,Booking,Only Suppliers that meet and maintain certain qualification criteria can be listed as preferred.,0,0,0,0,0,0,0,0,0
832,Booking,The stars used for non-hotel accommodations (e.g.,0,0,0,0,0,0,0,0,0
833,Booking,bed & breakfasts) do not correspond to the star ranking system as may be applicable to hotel accommodations.,0,0,0,0,0,0,0,0,0
834,Booking,"We reserve the right to adjust, refuse or remove reviews at our sole discretion.",2,0,0,1,0,0,0,0,0
835,Booking,"The completed guest review may be (a) uploaded onto the relevant Supplier's information page on our Platform for the sole purpose of informing (future) customers of your opinion of the service (level) and quality of the Supplier, and (b) (wholly or partly) used and placed by Booking.com at its sole discretion (e.g.",0,0,0,0,0,0,0,0,0
836,Booking,"for marketing, promotion or improvement of our service) on our Platform or such social media platforms, newsletters, special promotions, apps or other channels owned, hosted, used or controlled by Booking.com and our business partners.",0,0,0,0,0,0,0,0,0
837,Booking,"The guest review form should be regarded as a survey and does not include any (further commercial) offers, invitations or incentives whatsoever.",0,0,0,0,0,0,0,0,0
838,Booking,9.,0,0,0,0,0,0,0,0,0
839,Booking,Disclaimer,0,0,0,0,0,0,0,0,0
840,Booking,"Subject to the limitations set out in these terms and conditions and to the extent permitted by law, we shall only be liable for direct damages actually suffered, paid or incurred by you due to an attributable shortcoming of our obligations in respect to our services, up to an aggregate amount of the aggregate cost of your reservation as set out in the confirmation email (whether for one event or series of connected events).",2,0,0,0,0,0,1,0,0
841,Booking,"However and to the extent permitted by law, neither we nor any of our officers, directors, employees, representatives, subsidiaries, affiliated companies, distributors, affiliate (distribution) partners, licensees, agents or others involved in creating, sponsoring, promoting, or otherwise making available the site and its contents shall be liable for (i) any punitive, special, indirect or consequential loss or damages, any loss of production, loss of profit, loss of revenue, loss of contract, loss of or damage to goodwill or reputation, loss of claim, (ii) any inaccuracy relating to the (descriptive) information (including rates, availability and ratings) of the Supplier as made available on our Platform, (iii) the services rendered or the products offered by the Supplier or other business partners, (iv) any (direct, indirect, consequential or punitive) damages, losses or costs suffered, incurred or paid by you, pursuant to, arising out of or in connection with the use, inability to use or delay of our Platform, or (v) any (personal) injury, death, property damage, or other (direct, indirect, special, consequential or punitive) damages, losses or costs suffered, incurred or paid by you, whether due to (legal) acts, errors, breaches, (gross) negligence, willful misconduct, omissions, non-performance, misrepresentations, tort or strict liability by or (wholly or partly) attributable to the Supplier or any of our other business partners (including any of their employees, directors, officers, agents, representatives or affiliated companies) whose products or service are (directly or indirectly) made available, offered or promoted on or through the Platform, including any (partial) cancellation, overbooking, strike, force majeure or any other event beyond our control.",3,0,0,0,0,0,1,0,0
842,Booking,"Whether or not the Supplier has charged you for your room, product or service, or if we are facilitating the payment of the (room/reservation) price, you agree and acknowledge that the Supplier is at all times responsible for the collection, withholding, remittance and payment of the applicable taxes due on the total amount of the (room/reservation) price to the relevant tax authorities.",0,0,0,0,0,0,0,0,0
843,Booking,"Booking.com is not liable or responsible for the remittance, collection, withholding or payment of the relevant taxes due on the (room/reservation) price to the relevant tax authorities.",0,0,0,0,0,0,0,0,0
844,Booking,Booking.com does not act as the merchant of record for any product or service made available on the Platform.,0,0,0,0,0,0,0,0,0
845,Booking,Any photo/image that does not meet the aforesaid criteria will not be posted and/or can be removed/deleted by Booking.com at any time and without prior notice.,2,0,0,1,0,0,0,0,0
846,Booking,"By uploading photos/images onto our system (for instance in addition to a review) you certify, warrant and agree that you own the copyright to the photos/images and that you agree that Booking.com may use the uploaded photos/images on its (mobile) website and app, and in (online/offline) promotional materials and publications and as Booking.com at its discretion sees fit.",0,0,0,0,0,0,0,0,0
847,Booking,"You are granting Booking.com a non-exclusive, worldwide, irrevocable, unconditional, perpetual right and license to use, reproduce, display, have reproduced, distribute, sublicense, communicate and make available the photos/images as Booking.com at its discretion sees fit.",0,0,0,0,0,0,0,0,0
848,Booking,"By uploading these photos/images the person uploading the picture(s) accepts full legal and moral responsibility of any and all legal claims that are made by any third parties (including, but not limited to, accommodation owners) due to Booking.com publishing and using these photos/images.",0,0,0,0,0,0,0,0,0
849,Booking,Booking.com does not own or endorse the photos/images that are uploaded.,0,0,0,0,0,0,0,0,0
850,Booking,"The truthfulness, validity and right to use of all photos/images is assumed by the person who uploaded the photo, and is not the responsibility of Booking.com.",0,0,0,0,0,0,0,0,0
851,Booking,Booking.com disclaims all responsibility and liability for the pictures posted.,0,0,0,0,0,0,0,0,0
852,Booking,"The person who uploaded the photo warrants that the photos/images shall not contain any viruses, Trojan horses or infected files and shall not contain any pornographic, illegal, obscene, insulting, objectionable or inappropriate material and does not infringe any third party (intellectual property right, copyright or privacy) rights.",0,0,0,0,0,0,0,0,0
853,Booking,10.,0,0,0,0,0,0,0,0,0
854,Booking,Intellectual property rights,0,0,0,0,0,0,0,0,0
855,Booking,"Unless stated otherwise, the software required for our services or available at or used by our Platform and the intellectual property rights (including the copyrights) of the contents and information of and material on our Platform are owned by Booking.com B.V., its suppliers or providers.",0,0,0,0,0,0,0,0,0
